ID,Age (in years),Experience (in years),Income (in K/year),Income Categorical,ZIP Code,Family members,Education,Employment,Mortgage,Personal Loan,Securities Account,TD Account,Online,CreditCard,Net Worth (in K$),Investment Portfolio (in K$),Risk Tolerance,Financial Goals,Wealth Management Service Level
4089,29,1,71,Medium,94801,2,Professional,Self-Employed,0,No,No,No,No,No,619,0,Conservative,Wealth Growth,Premium
4090,30,4,85,Medium,94234,4,Professional,Self-Employed,0,No,No,No,Yes,No,785,0,Conservative,Education Funding,Premium
4091,42,18,49,Low,92717,3,Professional,Self-Employed,0,No,Yes,No,Yes,No,324,396,Moderate,Retirement,Basic
4092,32,6,122,High,94025,2,Undergraduate,Working Professional,0,No,No,No,Yes,Yes,767,0,Conservative,Estate Planning,Premium
4093,40,15,171,High,94539,2,Undergraduate,Working Professional,0,No,No,No,Yes,No,1160,0,Moderate,Education Funding,Private
4094,49,24,138,High,93111,2,Graduate,Working Professional,0,Yes,No,No,Yes,No,1086,0,Moderate,Tax Optimization,Private
4095,53,23,8,Low,95616,4,Professional,Self-Employed,0,No,Yes,No,Yes,No,490,384,Moderate,Estate Planning,Basic
4096,42,17,59,Medium,94105,4,Undergraduate,Working Professional,0,No,No,No,Yes,No,472,0,Moderate,Tax Optimization,Basic
4097,38,14,49,Low,90740,3,Undergraduate,Working Professional,0,No,No,No,No,No,475,0,Conservative,Tax Optimization,Basic
4098,60,34,92,Medium,95670,2,Undergraduate,Working Professional,0,No,No,No,No,No,530,0,Moderate,Retirement,Premium
4099,27,3,75,Medium,90032,4,Undergraduate,Working Professional,0,No,No,No,No,No,648,0,Conservative,Retirement,Premium
4100,61,35,60,Medium,92831,1,Graduate,Working Professional,0,No,No,No,Yes,Yes,701,0,Conservative,Wealth Growth,Premium
4101,27,2,41,Low,90254,2,Graduate,Working Professional,0,No,No,No,Yes,No,429,0,Conservative,Retirement,Basic
4102,45,21,40,Low,93460,3,Graduate,Working Professional,0,No,No,No,Yes,Yes,315,0,Moderate,Estate Planning,Basic
4103,41,16,81,Medium,94305,2,Undergraduate,Working Professional,146,No,No,No,Yes,Yes,708,0,Moderate,Retirement,Premium
4104,44,20,52,Medium,94143,1,Professional,Self-Employed,196,No,No,No,No,Yes,907,0,Moderate,Retirement,Premium
4105,38,14,25,Low,95616,4,Undergraduate,Working Professional,0,No,No,No,No,No,404,0,Conservative,Education Funding,Basic
4106,39,15,139,High,91801,1,Undergraduate,Working Professional,353,No,No,No,Yes,No,1351,0,Conservative,Education Funding,Private
4107,48,22,54,Medium,93106,1,Graduate,Working Professional,0,No,No,No,No,No,536,0,Moderate,Tax Optimization,Premium
4108,47,22,81,Medium,94123,1,Undergraduate,Working Professional,0,No,No,No,No,Yes,485,0,Moderate,Estate Planning,Basic
4109,64,39,73,Medium,94025,3,Undergraduate,Working Professional,0,No,Yes,No,No,Yes,780,61,Conservative,Tax Optimization,Premium
4110,27,0,30,Low,93107,4,Professional,Self-Employed,0,No,No,No,Yes,Yes,402,0,Conservative,Wealth Growth,Basic
4111,66,41,59,Medium,95617,3,Undergraduate,Retired,0,No,No,No,No,No,759,0,Conservative,Education Funding,Premium
4112,43,17,21,Low,95351,3,Undergraduate,Working Professional,0,No,No,No,No,No,572,0,Moderate,Tax Optimization,Premium
4113,34,9,65,Medium,95014,3,Graduate,Working Professional,104,No,No,No,Yes,No,888,0,Conservative,Wealth Growth,Premium
4114,28,2,41,Low,93118,3,Graduate,Working Professional,161,No,No,No,Yes,No,739,0,Conservative,Retirement,Premium
4115,52,28,52,Medium,92126,4,Professional,Self-Employed,121,No,No,No,No,No,612,0,Moderate,Estate Planning,Premium
4116,45,20,84,Medium,94131,4,Graduate,Working Professional,180,No,No,No,Yes,No,1065,0,Moderate,Education Funding,Private
4117,24,2,135,High,90065,2,Undergraduate,Working Professional,0,No,No,No,Yes,No,784,0,Conservative,Retirement,Premium
4118,39,14,18,Low,92037,4,Professional,Self-Employed,0,No,Yes,No,No,No,152,284,Aggressive,Estate Planning,Basic
4119,40,16,34,Low,93561,1,Undergraduate,Working Professional,0,No,No,No,Yes,Yes,547,0,Moderate,Tax Optimization,Premium
4120,30,5,85,Medium,92624,4,Professional,Self-Employed,0,No,No,No,Yes,No,783,0,Conservative,Education Funding,Premium
4121,49,23,23,Low,94080,1,Professional,Self-Employed,0,No,No,No,No,No,598,0,Moderate,Estate Planning,Premium
4122,53,27,65,Medium,91711,4,Graduate,Working Professional,0,No,No,No,No,Yes,538,0,Moderate,Wealth Growth,Premium
4123,56,30,195,High,90089,1,Undergraduate,Working Professional,0,No,No,No,No,No,1457,0,Moderate,Tax Optimization,Private
4124,50,24,40,Low,93460,4,Undergraduate,Working Professional,89,No,No,No,Yes,No,392,0,Moderate,Tax Optimization,Basic
4125,53,29,141,High,90064,2,Professional,Self-Employed,0,Yes,No,No,No,No,1156,0,Moderate,Estate Planning,Private
4126,60,34,95,Medium,94104,2,Graduate,Working Professional,322,No,No,No,Yes,Yes,1246,0,Moderate,Wealth Growth,Private
4127,58,33,23,Low,90095,3,Graduate,Working Professional,131,No,No,No,No,No,643,0,Moderate,Retirement,Premium
4128,43,19,82,Medium,95758,2,Graduate,Working Professional,0,No,No,No,Yes,Yes,461,0,Moderate,Education Funding,Basic
4129,46,21,53,Medium,93555,4,Professional,Self-Employed,0,No,No,No,No,No,436,0,Moderate,Estate Planning,Basic
4130,29,3,10,Low,91320,4,Undergraduate,Working Professional,87,No,No,No,Yes,Yes,352,0,Conservative,Retirement,Basic
4131,56,30,75,Medium,91910,1,Graduate,Working Professional,125,No,No,No,Yes,No,913,0,Moderate,Retirement,Premium
4132,48,23,23,Low,94534,4,Graduate,Working Professional,122,No,No,No,No,No,732,0,Moderate,Wealth Growth,Premium
4133,61,36,133,High,90266,1,Undergraduate,Working Professional,0,No,No,No,Yes,No,724,0,Conservative,Estate Planning,Premium
4134,41,17,129,High,94720,1,Undergraduate,Working Professional,0,No,No,No,No,Yes,985,0,Moderate,Wealth Growth,Premium
4135,35,11,85,Medium,92154,4,Graduate,Working Professional,131,No,No,No,No,No,710,0,Conservative,Wealth Growth,Premium
4136,48,23,168,High,95929,,Undergraduate,Working Professional,308,No,No,No,Yes,No,1380,0,Moderate,Tax Optimization,Private
4137,43,19,83,Medium,92691,4,Professional,Self-Employed,0,No,No,No,Yes,No,633,0,Moderate,Wealth Growth,Premium
4138,37,12,52,Medium,93943,2,Graduate,Working Professional,0,No,No,No,Yes,No,548,0,Conservative,Education Funding,Premium
4139,47,22,114,High,95819,,Undergraduate,Working Professional,0,No,Yes,Yes,Yes,Yes,644,687,Moderate,Estate Planning,Premium
4140,29,3,81,Medium,95827,1,Professional,Self-Employed,0,No,No,No,No,No,462,0,Conservative,Estate Planning,Basic
4141,63,38,32,Low,94015,1,Graduate,Working Professional,0,No,No,No,No,No,653,0,Conservative,Estate Planning,Premium
4142,43,19,63,Medium,94118,3,Professional,Self-Employed,0,No,No,No,No,No,400,0,Moderate,Estate Planning,Basic
4143,57,32,70,Medium,90024,3,Professional,Self-Employed,0,No,No,No,No,No,817,0,Moderate,Retirement,Premium
4144,55,31,20,Low,94720,2,Undergraduate,Working Professional,0,No,No,No,Yes,No,211,0,Moderate,Education Funding,Basic
4145,47,23,138,High,91367,2,Undergraduate,Working Professional,0,No,No,No,Yes,Yes,1165,0,Moderate,Estate Planning,Private
4146,58,34,63,Medium,94305,4,Graduate,Working Professional,0,No,No,No,No,No,417,0,Moderate,Estate Planning,Basic
4147,53,28,85,Medium,95814,1,Professional,Self-Employed,118,No,No,No,Yes,No,852,0,Moderate,Wealth Growth,Premium
4148,59,35,180,High,96008,2,Graduate,Working Professional,0,Yes,Yes,Yes,Yes,Yes,1115,414,Moderate,Education Funding,Private
4149,46,22,80,Medium,95747,4,Professional,Self-Employed,0,No,No,No,Yes,No,771,0,Moderate,Estate Planning,Premium
4150,41,15,53,Medium,93106,1,Professional,Self-Employed,0,No,No,No,Yes,No,407,0,Moderate,Wealth Growth,Basic
4151,46,20,72,Medium,92009,2,Graduate,Working Professional,75,No,No,No,Yes,No,525,0,Moderate,Retirement,Premium
4152,44,18,123,High,95841,3,Undergraduate,Working Professional,0,Yes,No,Yes,Yes,Yes,855,63,Moderate,Education Funding,Premium
4153,44,18,91,Medium,91361,2,Professional,Self-Employed,0,No,No,No,Yes,No,828,0,Moderate,Retirement,Premium
4154,50,26,148,High,94608,2,Undergraduate,Working Professional,0,No,No,No,Yes,No,915,0,Moderate,Wealth Growth,Premium
4155,51,25,163,High,94305,2,Professional,Self-Employed,0,Yes,No,No,Yes,No,1163,0,Moderate,Tax Optimization,Private
4156,55,30,28,Low,90291,4,Professional,Self-Employed,149,No,No,No,Yes,Yes,480,0,Moderate,Wealth Growth,Basic
4157,37,12,193,High,92780,1,Undergraduate,Working Professional,0,No,No,No,No,No,1435,0,Conservative,Education Funding,Private
4158,34,10,22,Low,94545,3,Professional,Self-Employed,0,No,No,No,Yes,No,493,0,Conservative,Wealth Growth,Basic
4159,59,34,74,Medium,92780,4,Undergraduate,Working Professional,0,No,No,No,Yes,Yes,713,0,Moderate,Estate Planning,Premium
4160,45,20,70,Medium,94305,4,Professional,Self-Employed,0,No,No,No,Yes,Yes,565,0,Moderate,Tax Optimization,Premium
4161,30,4,11,Low,95054,1,Graduate,Working Professional,0,No,No,No,Yes,Yes,551,0,Conservative,Estate Planning,Premium
4162,32,8,61,Medium,94703,3,Graduate,Working Professional,0,No,No,No,No,No,671,0,Conservative,Education Funding,Premium
4163,61,37,41,Low,94704,1,Undergraduate,Working Professional,0,No,No,No,Yes,Yes,651,0,Conservative,Tax Optimization,Premium
4164,54,28,108,High,94110,4,Graduate,Working Professional,0,Yes,No,No,Yes,No,813,0,Moderate,Estate Planning,Premium
4165,35,10,23,Low,90058,4,Professional,Self-Employed,0,No,No,No,No,Yes,545,0,Conservative,Retirement,Premium
4166,63,38,135,High,91768,2,Professional,Self-Employed,183,Yes,No,No,No,No,1239,0,Conservative,Retirement,Private
4167,66,40,30,Low,95133,2,Professional,Retired,86,No,No,No,No,No,606,0,Conservative,Tax Optimization,Premium
4168,48,24,144,High,94025,4,Graduate,Working Professional,0,Yes,No,No,No,No,876,0,Moderate,Education Funding,Premium
4169,60,34,139,High,95020,4,Undergraduate,Working Professional,0,Yes,No,No,Yes,No,1008,0,Moderate,Estate Planning,Private
4170,41,17,143,High,90059,2,Professional,Self-Employed,209,Yes,No,No,Yes,No,1252,0,Moderate,Education Funding,Private
4171,31,7,44,Low,93561,1,Undergraduate,Working Professional,0,No,No,No,Yes,Yes,709,0,Conservative,Education Funding,Premium
4172,58,31,49,Low,94521,4,Graduate,Working Professional,0,No,No,No,Yes,No,448,0,Moderate,Education Funding,Basic
4173,67,42,75,Medium,90041,4,Graduate,Retired,182,No,No,No,Yes,No,748,0,Conservative,Wealth Growth,Premium
4174,35,9,43,Low,93943,2,Undergraduate,Working Professional,0,No,No,No,Yes,No,557,0,Conservative,Estate Planning,Premium
4175,40,14,59,Medium,91335,3,Professional,Self-Employed,0,No,No,No,Yes,No,430,0,Moderate,Wealth Growth,Basic
4176,42,17,154,High,93955,3,Undergraduate,Working Professional,0,Yes,No,Yes,Yes,Yes,1163,238,Moderate,Tax Optimization,Private
4177,44,18,75,Medium,95131,1,Professional,Self-Employed,0,No,No,No,No,Yes,756,0,Moderate,Tax Optimization,Premium
4178,47,23,75,Medium,93106,1,Graduate,Working Professional,0,No,No,No,No,Yes,427,0,Moderate,Education Funding,Basic
4179,59,35,88,Medium,91311,2,Undergraduate,Working Professional,278,No,No,No,No,No,1069,0,Moderate,Tax Optimization,Private
4180,29,3,91,Medium,94122,1,Professional,Self-Employed,0,Yes,No,No,No,No,915,0,Conservative,Education Funding,Premium
4181,36,6,11,Low,92008,1,Professional,Self-Employed,0,No,Yes,Yes,Yes,Yes,332,421,Aggressive,Retirement,Basic
4182,47,22,22,Low,90024,1,Professional,Self-Employed,0,No,No,No,Yes,No,296,0,Moderate,Education Funding,Basic
4183,55,29,49,Low,92691,2,Professional,Self-Employed,220,No,No,No,No,Yes,876,0,Moderate,Estate Planning,Premium
4184,41,17,140,High,94542,1,Undergraduate,Working Professional,342,No,No,No,No,No,1436,0,Moderate,Retirement,Private
4185,51,25,99,Medium,90277,2,Graduate,Working Professional,0,No,No,No,No,No,846,0,Moderate,Retirement,Premium
4186,26,2,82,Medium,91950,2,Undergraduate,Working Professional,199,No,No,No,No,No,689,0,Conservative,Wealth Growth,Premium
4187,33,9,10,Low,90005,4,Undergraduate,Working Professional,81,No,No,No,No,Yes,409,0,Conservative,Wealth Growth,Basic
4188,30,5,109,High,94305,4,Graduate,Working Professional,103,No,No,No,No,Yes,733,0,Conservative,Tax Optimization,Premium
4189,30,4,45,Low,90041,4,Professional,Self-Employed,0,No,No,No,No,No,473,0,Conservative,Wealth Growth,Basic
4190,45,19,93,Medium,91116,2,Graduate,Working Professional,0,No,No,No,No,No,783,0,Moderate,Education Funding,Premium
4191,40,16,89,Medium,95814,3,Graduate,Working Professional,216,Yes,Yes,Yes,Yes,No,765,397,Moderate,Estate Planning,Premium
4192,42,15,39,Low,91711,3,Graduate,Working Professional,132,No,No,No,No,No,562,0,Moderate,Retirement,Premium
4193,50,26,21,Low,91768,1,Undergraduate,Working Professional,89,No,No,No,Yes,No,390,0,Moderate,Retirement,Basic
4194,62,37,31,Low,95008,3,Undergraduate,Working Professional,0,No,No,No,Yes,No,462,0,Conservative,Wealth Growth,Basic
4195,63,37,31,Low,95819,1,Professional,Self-Employed,0,No,No,No,Yes,No,476,0,Conservative,Retirement,Basic
4196,43,19,52,Medium,95054,4,Graduate,Working Professional,0,No,No,No,No,No,666,0,Moderate,Retirement,Premium
4197,49,25,13,Low,95814,1,Professional,Self-Employed,0,No,No,No,Yes,No,161,0,Moderate,Tax Optimization,Basic
4198,51,25,21,Low,90840,2,Professional,Self-Employed,76,No,Yes,No,Yes,No,653,307,Moderate,Education Funding,Premium
4199,61,36,50,Low,96003,4,Undergraduate,Working Professional,189,No,No,No,Yes,No,653,0,Conservative,Wealth Growth,Premium
4200,43,19,81,Medium,90630,4,Professional,Self-Employed,0,No,No,No,No,Yes,729,0,Moderate,Retirement,Premium
4201,43,19,74,Medium,94035,4,Undergraduate,Working Professional,0,No,No,No,No,Yes,573,0,Moderate,Tax Optimization,Premium
4202,61,36,89,Medium,93109,3,Undergraduate,Working Professional,0,No,No,No,Yes,No,884,0,Conservative,Wealth Growth,Premium
4203,35,9,82,Medium,95064,3,Graduate,Working Professional,0,No,No,No,Yes,No,494,0,Conservative,Estate Planning,Basic
4204,59,33,88,Medium,93106,4,Graduate,Working Professional,0,No,No,No,No,No,571,0,Moderate,Tax Optimization,Premium
4205,40,16,61,Medium,91711,3,Professional,Self-Employed,0,No,No,No,No,No,734,0,Moderate,Education Funding,Premium
4206,61,36,139,High,95133,2,Undergraduate,Working Professional,0,No,No,No,No,No,1050,0,Conservative,Education Funding,Private
4207,48,23,29,Low,93711,1,Graduate,Working Professional,0,No,No,No,No,No,439,0,Moderate,Retirement,Basic
4208,37,11,51,Medium,93305,3,Undergraduate,Working Professional,0,No,No,No,Yes,Yes,473,0,Conservative,Estate Planning,Basic
4209,56,32,58,Medium,95064,1,Professional,Self-Employed,241,No,No,No,Yes,No,763,0,Moderate,Tax Optimization,Premium
4210,35,9,21,Low,91125,2,Professional,Self-Employed,125,No,No,No,Yes,No,379,0,Conservative,Wealth Growth,Basic
4211,35,8,43,Low,95819,2,Graduate,Working Professional,0,No,No,No,No,No,600,0,Conservative,Wealth Growth,Premium
4212,40,16,104,High,94301,2,Graduate,Working Professional,0,No,No,No,No,No,765,0,Moderate,Education Funding,Premium
4213,50,23,9,Low,94109,1,Graduate,Working Professional,98,No,No,No,Yes,No,551,0,Moderate,Tax Optimization,Premium
4214,49,25,39,Low,91125,3,Graduate,Working Professional,0,No,No,No,No,No,351,0,Moderate,Tax Optimization,Basic
4215,46,22,89,Medium,94303,1,Undergraduate,Working Professional,0,No,Yes,Yes,Yes,Yes,586,501,Moderate,Estate Planning,Premium
4216,64,40,21,Low,94028,2,Professional,Self-Employed,0,No,No,No,No,No,360,0,Conservative,Education Funding,Basic
4217,60,35,173,High,90059,3,Professional,Self-Employed,0,Yes,No,No,Yes,No,1153,0,Moderate,Tax Optimization,Private
4218,45,21,29,Low,95051,1,Professional,Self-Employed,105,No,No,No,Yes,Yes,745,0,Moderate,Education Funding,Premium
4219,52,27,43,Low,94005,4,Graduate,Working Professional,0,No,No,No,No,Yes,512,0,Moderate,Wealth Growth,Premium
4220,58,34,30,Low,90066,3,Graduate,Working Professional,0,No,No,No,No,No,576,0,Moderate,Education Funding,Premium
4221,54,30,39,Low,94806,4,Professional,Self-Employed,0,No,Yes,No,Yes,No,450,363,Moderate,Education Funding,Basic
4222,48,22,83,Medium,90028,2,Professional,Self-Employed,248,No,No,No,Yes,No,890,0,Moderate,Education Funding,Premium
4223,51,25,58,Medium,93106,3,Graduate,Working Professional,223,No,No,No,No,No,900,0,Moderate,Wealth Growth,Premium
4224,53,26,8,Low,94709,1,Graduate,Working Professional,0,No,No,No,No,Yes,483,0,Moderate,Wealth Growth,Basic
4225,57,27,39,Low,95929,3,Professional,Self-Employed,0,No,Yes,No,No,Yes,468,448,Moderate,Education Funding,Basic
4226,43,18,204,High,91902,2,Undergraduate,Working Professional,0,No,No,No,Yes,No,1164,0,Moderate,Tax Optimization,Private
4227,37,13,45,Low,94591,1,Undergraduate,Working Professional,0,No,No,No,No,No,342,0,Conservative,Wealth Growth,Basic
4228,32,7,111,High,90277,1,Undergraduate,Working Professional,0,No,Yes,No,No,No,769,246,Aggressive,Retirement,Premium
4229,34,10,83,Medium,95060,2,Graduate,Working Professional,148,No,No,No,No,No,828,0,Conservative,Retirement,Premium
4230,54,24,83,Medium,94596,1,Professional,Self-Employed,0,No,No,No,No,No,790,0,Moderate,Retirement,Premium
4231,62,36,115,High,92093,2,Undergraduate,Working Professional,202,No,No,No,Yes,Yes,1176,0,Conservative,Retirement,Private
4232,56,32,60,Medium,93106,1,Professional,Self-Employed,227,No,No,No,Yes,No,993,0,Moderate,Estate Planning,Premium
4233,39,15,53,Medium,94116,1,Undergraduate,Working Professional,0,No,No,No,No,No,368,0,Conservative,Estate Planning,Basic
4234,32,7,134,High,95929,2,Undergraduate,Working Professional,0,No,No,No,Yes,No,1161,0,Conservative,Tax Optimization,Private
4235,50,24,91,Medium,93555,1,Professional,Self-Employed,0,No,No,No,Yes,No,915,0,Moderate,Tax Optimization,Premium
4236,27,1,91,Medium,92173,2,Undergraduate,Working Professional,0,No,No,No,Yes,No,785,0,Conservative,Retirement,Premium
4237,37,12,128,High,91342,2,Undergraduate,Working Professional,0,No,No,No,Yes,Yes,905,0,Conservative,Wealth Growth,Premium
4238,60,34,78,Medium,90401,3,Undergraduate,Working Professional,0,No,Yes,No,No,No,448,123,Moderate,Retirement,Basic
4239,43,19,161,High,92093,2,Undergraduate,Working Professional,464,No,No,No,Yes,No,1476,0,Moderate,Estate Planning,Private
4240,62,36,60,Medium,92182,3,Professional,Self-Employed,0,No,No,No,Yes,No,632,0,Conservative,Retirement,Premium
4241,39,14,161,High,95064,1,Undergraduate,Working Professional,509,No,Yes,No,No,No,1581,186,Aggressive,Education Funding,Private
4242,34,9,40,Low,95054,4,Graduate,Working Professional,0,No,No,No,Yes,Yes,262,0,Conservative,Estate Planning,Basic
4243,46,21,68,Medium,94720,1,Graduate,Working Professional,0,No,No,No,Yes,No,658,0,Moderate,Education Funding,Premium
4244,46,22,74,Medium,94550,3,Undergraduate,Working Professional,0,No,No,No,Yes,No,653,0,Moderate,Estate Planning,Premium
4245,51,26,55,Medium,92121,3,Graduate,Working Professional,93,No,No,No,Yes,No,614,0,Moderate,Estate Planning,Premium
4246,44,20,145,High,90630,1,Undergraduate,Working Professional,0,No,No,No,No,Yes,932,0,Moderate,Estate Planning,Premium
4247,60,35,24,Low,94920,1,Graduate,Working Professional,0,No,No,No,No,No,414,0,Moderate,Estate Planning,Basic
4248,65,39,10,Low,90210,1,Graduate,Retired,0,No,No,No,Yes,No,292,0,Conservative,Estate Planning,Basic
4249,58,33,138,High,90720,2,Undergraduate,Working Professional,0,No,Yes,No,Yes,No,1118,97,Moderate,Retirement,Private
4250,37,12,63,Medium,91942,4,Professional,Self-Employed,0,No,No,No,Yes,No,627,0,Conservative,Tax Optimization,Premium
4251,52,28,54,Medium,90041,4,Professional,Self-Employed,0,No,No,No,No,Yes,418,0,Moderate,Estate Planning,Basic
4252,42,16,62,Medium,95064,3,Professional,Self-Employed,0,No,No,No,Yes,No,609,0,Moderate,Education Funding,Premium
